com_x, com_y, target_x, target_y, connectivity, cohesion, vel_mismatch, en_deviation
1.062693300552513023e+02,4.995212044755196956e+01,1.100000000000004974e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.294970119589723723e+01,1.727974531654525192e+00,1.172586256012203704e-01
1.077533444610995730e+02,4.995210439643135913e+01,1.104000000000005031e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.335500614446316980e+01,1.757387899727799629e+00,1.181108418749816369e-01
1.090319314656676966e+02,4.995627244785751486e+01,1.116000000000005201e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.323061543611811786e+01,1.256191619786768632e+00,1.166173436609803243e-01
1.103675346875319718e+02,4.996058750248454317e+01,1.136000000000005485e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.401362865887216813e+01,1.394083124452525135e+00,1.159398343921765329e-01
1.119390745154207281e+02,4.996011312229993706e+01,1.144000000000005599e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.351956642753824767e+01,1.490013868192722191e+00,1.167019455945670220e-01
1.136072481324974461e+02,4.996013906723776898e+01,1.164000000000005883e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.361287040068931020e+01,1.826532996680675369e+00,1.153418152416998688e-01
1.150056602449389231e+02,4.996578347004212617e+01,1.164000000000005883e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.376509669698079463e+01,1.539838671896830435e+00,1.144780703209933859e-01
1.154445803984582710e+02,4.996660984205118439e+01,1.180000000000006111e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.416587065377033383e+01,1.655230147132367602e+00,1.161865874825524780e-01
1.172587223145205115e+02,4.997655992779172607e+01,1.204000000000006452e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.367258399094501087e+01,1.453909964346328243e+00,1.148500275551979505e-01
1.186506567016329541e+02,4.998016284123001185e+01,1.216000000000006622e+02,5.000000000000000000e+01,1.000000000000000000e+00,1.419627163350348553e+01,1.347463215106357026e+00,1.144406183676467820e-01
